song_id,language,singer,valence,arousal,genre
english_I_Will_Follow_You_into_the_Dark,English,Death Cab for Cutie,0.43,0.47,COUNTRY_FOLK
english_All_of_Me_(Acoustic),English,John Legend,0.68,0.55,COUNTRY_FOLK
english_The_A_Team_(Acoustic),English,Ed Sheeran,0.29,0.51,COUNTRY_FOLK
english_Love_Someone,English,Lukas Graham,0.55,0.62,JAZZ
english_If_We_Were_Vampires,English,Jason Isbell and the 400 Unit,0.45,0.3,COUNTRY_FOLK
english_Nose_on_the_Grindstone,English,Tyler Childers,0.35,0.3,COUNTRY_FOLK
english_Ode_to_Billie_Joe,English,Bobbie Gentry,0.4,0.3,COUNTRY_FOLK
english_Feathered_Indians,English,Tyler Childers,0.55,0.45,COUNTRY_FOLK
english_Lady_May,English,Tyler Childers,0.6,0.3,COUNTRY_FOLK
english_San_Luis,English,Gregory Alan Isakov,0.55,0.28,COUNTRY_FOLK
english_Use_Somebody,English,Kings of Leon,0.55,0.6,ROCK
english_Everlong,English,Foo Fighters,0.6,0.7,ROCK
english_Sex_on_Fire,English,Kings of Leon,0.65,0.75,ROCK
english_The_Pretender,English,Foo Fighters,0.45,0.85,ROCK
english_Are_You_Gonna_Be_My_Girl,English,Jet,0.7,0.85,ROCK
english_She_Sells_Sanctuary,English,The Cult,0.55,0.75,ROCK
english_Bulls_on_Parade,English,Rage Against the Machine,0.35,0.95,ROCK
english_Say_It_Ain't_So,English,Weezer,0.45,0.65,ROCK
english_Hard_to_Handle,English,The Black Crowes,0.7,0.8,ROCK
english_In_a_Sentimental_Mood,English,Duke Ellington & John Coltrane,0.55,0.35,JAZZ
english_Money_Trees,English,Kendrick Lamar,0.55,0.6,HIP_HOP
english_Heartless,English,Kanye West,0.4,0.7,HIP_HOP
english_93_'Til_Infinity,English,Souls of Mischief,0.65,0.55,HIP_HOP
english_Alright,English,Kendrick Lamar,0.6,0.75,HIP_HOP
hindi_O_Re_Piya,Hindi,Rahat Fateh Ali Khan,0.5,0.45,BOLLYWOOD_FOLK
hindi_Banno,Hindi,Brijesh Shandilya,0.7,0.65,BOLLYWOOD_FOLK
hindi_Ambarsariya,Hindi,Sona Mohapatra,0.7,0.6,BOLLYWOOD_FOLK
hindi_Sasural_Genda_Phool,Hindi,Rekha Bhardwaj,0.65,0.55,BOLLYWOOD_FOLK
hindi_Gud_Naal_Ishq_Mitha,Hindi,Harshdeep Kaur,0.75,0.65,BOLLYWOOD_FOLK
hindi_Paani_Da_Rang,Hindi,Ayushmann Khurrana,0.55,0.4,BOLLYWOOD_FOLK
english_Duality,English,Slipknot,0.35,0.95,METAL
english_Chop_Suey!,English,System of a Down,0.45,0.9,METAL
english_Paranoid,English,Black Sabbath,0.5,0.85,METAL
english_Hallowed_Be_Thy_Name,English,Iron Maiden,0.45,0.8,METAL
english_Painkiller,English,Judas Priest,0.4,0.95,METAL
english_Toxicity,English,System of a Down,0.45,0.9,METAL
english_Fear_of_the_Dark,English,Iron Maiden,0.4,0.75,METAL
english_Walk,English,Pantera,0.45,0.9,METAL
english_Opus_(Eric_Prydz_Remix),English,Eric Prydz,0.65,0.85,EDM
english_Animals,English,Martin Garrix,0.6,0.95,EDM
english_Levels,English,Avicii,0.8,0.9,EDM
english_Turn_Down_for_What,English,DJ Snake & Lil Jon,0.7,0.95,EDM
english_Ghosts_n_Stuff,English,Deadmau5,0.65,0.9,EDM
english_Bangarang,English,Skrillex,0.75,0.95,EDM
hindi_Aayat,Hindi,Arijit Singh,0.35,0.4,BOLLYWOOD_CLASSICAL
hindi_Laal_Ishq,Hindi,Arijit Singh,0.3,0.45,BOLLYWOOD_CLASSICAL
hindi_Jashn-e-Bahara,Hindi,Javed Ali,0.55,0.4,BOLLYWOOD_CLASSICAL
hindi_Sach_Keh_Raha_Hai_Deewana,Hindi,KK,0.2,0.35,BOLLYWOOD_SAD
hindi_Ae_Dil_Hai_Mushkil_(Title_Track_–_Reprise),Hindi,Arijit Singh,0.25,0.4,BOLLYWOOD_SAD
hindi_Hamari_Adhuri_Kahani_(Title_Track),Hindi,Arijit Singh,0.25,0.35,BOLLYWOOD_SAD
hindi_Main_Dhoondne_Ko_Zamaane_Mein,Hindi,Arijit Singh,0.22,0.4,BOLLYWOOD_SAD
hindi_Judaai,Hindi,Arijit Singh,0.2,0.33,BOLLYWOOD_SAD
hindi_Bhula_Dena,Hindi,Mustafa Zahid,0.28,0.42,BOLLYWOOD_SAD
english_Silhouettes,English,Avicii,0.65,0.82,EDM
english_I_Remember,English,Deadmau5 & Kaskade,0.55,0.75,EDM
english_Innerbloom,English,RÜFÜS DU SOL,0.6,0.78,EDM
english_Divinity,English,Porter Robinson,0.68,0.83,EDM
english_Language,English,Porter Robinson,0.72,0.88,EDM
english_POWER,English,Kanye West,0.6,0.82,HIP_HOP
english_Stan,English,Eminem,0.25,0.45,HIP_HOP
english_Changes,English,2Pac,0.4,0.5,HIP_HOP
english_God's_Plan,English,Drake,0.65,0.7,HIP_HOP
english_Mockingbird,English,Eminem,0.3,0.4,HIP_HOP
english_Juicy,English,The Notorious B.I.G.,0.7,0.65,HIP_HOP
english_Down_With_The_Sickness,English,Disturbed,0.3,0.93,METAL
english_Psychosocial,English,Slipknot,0.38,0.94,METAL
hindi_Jaane_Woh_Kaise_Log_The,Hindi,Hemant Kumar,0.22,0.2,BOLLYWOOD_SAD
hindi_Tujhse_Naraz_Nahi_Zindagi_(Male),Hindi,Anup Ghoshal,0.35,0.25,BOLLYWOOD_SAD
hindi_Dil_Dhoondta_Hai,Hindi,Bhupinder Singh,0.3,0.25,BOLLYWOOD_SAD
hindi_Tere_Bina_Zindagi_Se_Koi,Hindi,Lata Mangeshkar & Kishore Kumar,0.35,0.3,BOLLYWOOD_SAD
hindi_Genda_Phool,Hindi,Rekha Bhardwaj,0.6,0.5,BOLLYWOOD_FOLK
hindi_Rangabati,Hindi,Sona Mohapatra,0.65,0.55,BOLLYWOOD_FOLK
hindi_Navrai_Majhi,Hindi,Sunidhi Chauhan,0.72,0.7,BOLLYWOOD_FOLK
hindi_Aaj_Jaane_Ki_Zid_Na_Karo,Hindi,Farida Khanum,0.28,0.22,BOLLYWOOD_CLASSICAL
hindi_Mohe_Panghat_Pe,Hindi,Lata Mangeshkar,0.45,0.4,BOLLYWOOD_CLASSICAL
hindi_Raina_Beeti_Jaaye,Hindi,Lata Mangeshkar,0.3,0.28,BOLLYWOOD_CLASSICAL
english_Round_Midnight,English,Thelonious Monk,0.3,0.25,JAZZ
english_Strange_Fruit,English,Billie Holiday,0.15,0.2,JAZZ
english_Cry_Me_a_River,English,Ella Fitzgerald,0.32,0.28,JAZZ
english_Take_the_A_Train,English,Duke Ellington,0.65,0.55,JAZZ
english_Moanin',English,Art Blakey & The Jazz Messengers,0.7,0.6,JAZZ
english_Song_for_My_Father,English,Horace Silver,0.65,0.55,JAZZ
english_Maiden_Voyage,English,Herbie Hancock,0.55,0.45,JAZZ
english_Stolen_Moments,English,Oliver Nelson,0.6,0.5,JAZZ
english_Naima,English,John Coltrane,0.35,0.25,JAZZ
english_Someday_My_Prince_Will_Come,English,Miles Davis,0.45,0.35,JAZZ
english_Waltz_for_Debby,English,Bill Evans Trio,0.45,0.3,JAZZ
english_The_Sidewinder,English,Lee Morgan,0.7,0.6,JAZZ
english_Little_Sunflower,English,Freddie Hubbard,0.55,0.45,JAZZ
english_A_Night_in_Tunisia,English,Dizzy Gillespie,0.7,0.65,JAZZ
english_Goodbye_Pork_Pie_Hat,English,Charles Mingus,0.35,0.3,JAZZ
english_Lush_Life,English,Billy Strayhorn,0.3,0.25,JAZZ
hindi_Piya_Tose_Naina_Laage_Re,Hindi,Lata Mangeshkar,0.3,0.28,BOLLYWOOD_CLASSICAL
hindi_Baiyan_Na_Dharo,Hindi,Lata Mangeshkar,0.3,0.28,BOLLYWOOD_CLASSICAL
hindi_Mohe_Chhedo_Na,Hindi,Lata Mangeshkar,0.34,0.3,BOLLYWOOD_CLASSICAL
hindi_Kuhu_Kuhu_Bole_Koyaliya,Hindi,Lata Mangeshkar,0.5,0.45,BOLLYWOOD_CLASSICAL
english_Adagio_for_Strings,English,Tiësto,0.55,0.7,EDM
english_Ghosts_'n'_Stuff,English,Deadmau5 ft. Rob Swire,0.6,0.85,EDM
english_Spectrum,English,Zedd ft. Matthew Koma,0.75,0.7,EDM
english_Runaway_(U_&_I),English,Galantis,0.75,0.7,EDM
english_Master_of_Puppets,English,Metallica,0.45,0.9,METAL
english_Crazy_Train,English,Ozzy Osbourne,0.6,0.8,METAL
english_Ace_of_Spades,English,Motörhead,0.65,0.85,METAL
english_Raining_Blood,English,Slayer,0.4,0.95,METAL
english_Bat_Country,English,Avenged Sevenfold,0.55,0.8,METAL
english_Aerials,English,System Of A Down,0.45,0.7,METAL
