song_id,language,singer,valence,arousal,genre,main_genre
english_Anti-Hero,English,Taylor Swift,0.55,0.45,Synth Pop,Pop
english_Bizet_–_Symphony_in_C,English,Georges Bizet,0.78,0.72,Classical,Classical
english_Sabotage,English,Beastie Boys,0.85,0.95,Rap Rock,Hip-Hop
english_Access,English,Dj Tim & Dj Misjah,0.61,0.65,electronic,Electronic
english_Don´t_Worry_Be_Happy,English,Bobby McFerrin,0.88,0.58,Jazz,Jazz
english_Toes_(Live),English,Zac Brown Band,0.93,0.73,Country,Country
english_Must_Attack,English,Extrawelt,0.38,0.65,electronic,Electronic
english_Act_Up,English,City Girls,0.82,0.87,Hip-Hop,Hip-Hop
english_Raise_Hell,English,Brantley Gilbert,0.18,0.4,Hip-Hop,Hip-Hop
english_Can't_Let_Go,English,Mariah Carey,0.86,0.34,R&B,R&B
english_Award_Tour,English,A Tribe Called Quest,0.79,0.78,Hip-Hop,Hip-Hop
english_The_Touch_Of_Your_Lips,English,Oscar Peterson & Ben Webster,0.76,0.44,Jazz,Jazz
english_E_V,English,Johannes Brahms,0.77,0.58,classical,Classical
english_Lies,English,Mankind Is Obsolete,0.41,0.77,electronic,Electronic
english_Love_Lies,English,Khalid,0.83,0.57,R&B,R&B
english_Vampire,English,Olivia Rodrigo,0.51,0.49,Pop Rock,Rock
english_Breezeblocks,English,alt-J,0.55,0.7,Indie Rock,Rock
english_Ballade,English,Wouter Vercruysse,0.86,0.72,classical,Classical
english_The_Very_Thought_of_You,English,Billie Holiday,0.88,0.44,Jazz Vocal,Jazz
english_Above,English,Hecq,0.34,0.28,electronic,Electronic
english_Messy,English,Lola Young,0.38,0.57,Indie Pop,Pop
english_Under_the_Bridge,English,Red Hot Chili Peppers,0.56,0.47,Alternative Rock,Rock
english_Number_One_Stunna,English,Big Tymers,0.76,0.81,Hip-Hop,Hip-Hop
english_Damage,English,H.E.R.,0.4,0.65,R&B,R&B
english_Promise,English,Jagged Edge,0.53,0.61,R&B,R&B
english_Feet_That_Danced,English,James Uhart,0.38,0.44,classical,Classical
english_Work_It,English,Missy Elliott,0.58,0.6,Hip-Hop,Hip-Hop
english_Chandelier,English,Sia,0.7,0.45,Electropop,Electronic
english_Braille_Wounds,English,Cepia,0.22,0.28,electronic,Electronic
english_Faith_I_Do_Believe,English,Rusted Root,0.69,0.66,classical,Classical
english_Unfinished_Sympathy,English,Massive Attack,0.55,0.45,Trip Hop,Electronic
english_Oboe_Concerto_1st_Movement,English,ORCHESTRA de NODAME,0.77,0.68,classical,Classical
english_Tribute_to_Tom,English,Nick Elward,0.79,0.6,Jazz,Jazz
urdu_Ranjish_Hi_Sahi,Urdu,Mehdi Hassan,0.32,0.24,Indian Classical Ghazal,Classical
english_Teenage_Dream,English,Katy Perry,0.34,0.73,Pop,Pop
english_Hypnotic,English,Boney James,0.72,0.69,Jazz,Jazz
english_Nostrand,English,Ratatat,0.79,0.59,electronic,Electronic
english_Help!,English,The Beatles,0.51,0.59,Beat Pop,Pop
english_Nobody_to_Blame,English,Chris Stapleton,0.74,0.6,Country,Country
english_I_Can't_Hold_Back,English,Survivor,0.55,0.5,Rock,Rock
english_She_Sells_Sanctuary,English,The Cult,0.55,0.75,Gothic Rock,Rock
english_One_Minute_Man,English,Missy Elliott,0.82,0.83,Hip-Hop,Hip-Hop
english_Where_My_Girls_At,English,702,0.94,0.86,R&B,R&B
english_This_Love,English,Maroon 5,0.71,0.43,Pop,Pop
english_Harmonia_Mundi,English,Mike Oldfield,0.6,0.45,classical,Classical
english_I_Am_Shell_I_Am_Bone,English,Gazelle Twin,0.48,0.65,electronic,Electronic
english_Too_Sweet,English,Hozier,0.77,0.58,Pop,Pop
english_Chicken_Fried_(Live),English,Zac Brown Band,0.9,0.7,Country,Country
english_Respect,English,Aretha Franklin,0.3,0.85,Soul,R&B
hindi_Saiyyan,Hindi,Kailash Kher,0.48,0.4,Folk Fusion,Country
english_Welcome_To_The_Breakdown,English,I Fight Dragons,0.24,0.41,Electronic,Electronic
english_Some_Girls_Do,English,Sawyer Brown,0.96,0.88,Country,Country
english_Give_It_Away,English,Red Hot Chili Peppers,0.39,0.19,Rap Rock,Hip-Hop
english_Mo_Money_Mo_Problems,English,The Notorious B.I.G.,0.88,0.82,Hip-Hop,Hip-Hop
english_Permission_to_Dance,English,BTS,0.95,0.85,Dance Pop,Pop
english_17,English,Hecq,0.43,0.77,Electronic,Electronic
english_Rock_Wit_U,English,Ashanti,0.86,0.87,R&B,R&B
english_Pyro,English,Kings of Leon,0.82,0.76,Rock,Rock
english_Bam_Bam,English,Camila Cabello,0.92,0.73,Pop,Pop
english_Take_You_Down,English,Chris Brown,0.76,0.43,R&B,R&B
english_Good_Person,English,Ingrid Andress,0.8,0.56,Country,Country
english_Act_My_Age,English,Hoodie Allen,0.94,0.9,Pop,Pop
english_Best_Part,English,Daniel Caesar ft. H.E.R.,0.65,0.4,R&B Soul,R&B
"english_Waltz_No._7_in_c_sharp_minor,_Op._64,2",English,Frédéric Chopin,0.9,0.7,classical,Classical
english_Serves_Me_Right,English,Skywatchers,0.39,0.19,electronic,Electronic
english_Online,English,Brad Paisley,0.9,0.66,Country,Country
english_Darkroom,English,Rez,0.9,0.81,Jazz,Jazz
english_Five_Hours,English,Deorro,0.7,0.95,Electronic Dance,Electronic
english_Man!_I_Feel_Like_a_Woman!,English,Shania Twain,0.95,0.85,Country Pop,Country
english_Rachmaninoff_–_Rhapsody_on_a_Theme_of_Paganini,English,Sergei Rachmaninoff,0.68,0.76,Classical,Classical
english_Naked_as_We_Came,English,Iron & Wine,0.74,0.45,Indie Folk,Country
hindi_Judaai,Hindi,Arijit Singh,0.2,0.33,Indian Film Sad Ballad,Classical
english_Skylark,English,Carmen McRae,0.48,0.32,Cool Jazz,Jazz
english_Waterfalls,English,TLC,0.56,0.68,R&B,R&B
english_U_Don't_Know,English,Jay-Z,0.54,0.59,Hip-Hop,Hip-Hop
english_You_Don't_Know_Me,English,Jax Jones,0.46,0.82,electronic,Electronic
english_Another_Love,English,Tom Odell,0.64,0.63,Indie Pop,Pop
english_Stolen_Moments,English,Oliver Nelson,0.8,0.66,Modal Jazz,Jazz
english_Nothin'_but_a_Good_Time,English,Poison,0.96,0.92,Rock,Rock
english_I_Believe_I_Can_Fly,English,R. Kelly,0.88,0.7,R&B,R&B
english_The_Rain_(Supa_Dupa_Fly),English,Missy Elliott,0.84,0.78,Hip-Hop,Hip-Hop
"english_I_Loves_You,_Porgy",English,Nina Simone,0.34,0.24,Jazz Ballad,Jazz
english_Mama_Tried,English,Merle Haggard,0.55,0.6,Country,Country
english_Obstacle_1,English,Interpol,0.55,0.7,Indie Rock,Rock
english_With_Ur_Love,English,Cher Lloyd,0.47,0.47,Pop,Pop
english_Field_of_Dreams,English,Nightcore,0.61,0.62,electronic,Electronic
english_Sonata_14_The_Assumption_of_The_Blessed_Virgin,English,Pavlo Beznosiuk,0.82,0.69,classical,Classical
english_Flash_Light,English,Parliament,0.83,0.77,Funk,R&B
english_Beethoven_–_Adagio_Cantabile,English,Ludwig van Beethoven,0.64,0.42,Classical,Classical
english_Black_Milk,English,Massive Attack,0.42,0.4,Trip Hop,Electronic
english_Mosquito,English,Art of Trance,0.62,0.59,electronic,Electronic
marathi_Zingaat,Marathi,Ajay-Atul,0.9,0.9,Marathi Folk Dance,Country
english_Being_with_You,English,Sunshine Anderson,0.35,0.74,R&B,R&B
english_Have_I_Told_You_Lately,English,Van Morrison,0.74,0.58,Soft Rock,Rock
english_Kiss_It_Better,English,Rihanna,0.81,0.71,R&B,R&B
english_Romeo_and_Juliet,English,Dire Straits,0.5,0.4,Rock,Rock
english_to_Mother,English,YUI,0.76,0.27,pop,Pop
english_Matchsticks,English,Aphex Twin,0.23,0.36,electronic,Electronic
english_Iron_Fist,English,Motorhead,0.78,0.94,Rock,Rock
english_Centerfold,English,The J. Geils Band,0.44,0.47,Rock,Rock
english_Che_Cossè_L'amor,English,Vinicio Capossela,0.5,0.42,Jazz,Jazz
english_Bliss,English,Rosie Brown,0.93,0.56,Jazz,Jazz
english_NeuroTransmitter_(bad_ending),English,Hamster Alliance,0.41,0.77,electronic,Electronic
english_workxxx,English,Five Star Hotel,0.41,0.77,electronic,Electronic
english_Good_Vibes,English,Chris Janson,0.99,0.94,Country,Country
english_Stand,English,Rascal Flatts,0.38,0.37,Country,Country
english_Teardrop,English,Massive Attack,0.53,0.42,Trip Hop,Electronic
english_Fly_Me_to_the_Moon,English,Frank Sinatra,0.52,0.65,Jazz Standard,Jazz
english_Karma_Police,English,Radiohead,0.35,0.5,Alternative Rock,Rock
english_Part_1,English,Devil Doll,0.4,0.77,classical,Classical
english_The_Velvet_Machina,English,Psyborg Corp.,0.38,0.79,electronic,Electronic
english_Grown_Ocean,English,Fleet Foxes,0.47,0.43,Indie Folk,Country
english_I_Know_The_Truth,English,Pretty Lights,0.81,0.79,electronic,Electronic
english_Lady_Picture_Show,English,Stone Temple Pilots,0.82,0.82,Rock,Rock
english_If_The_Stars_Were_Mine,English,Melody Gardot,0.73,0.44,Jazz,Jazz
english_(There_Is)_No_Greater_Love,English,Amy Winehouse,0.73,0.56,Jazz,Jazz
english_Fallen,English,One Dove,0.75,0.8,electronic,Electronic
english_Coal_Miner's_Daughter,English,Loretta Lynn,0.65,0.45,Country,Country
english_So_Sick,English,Ne-Yo,0.84,0.68,R&B,R&B
english_Psycho_Social,English,Slipknot,0.4,0.95,Rap Rock,Hip-Hop
english_Midnight_in_a_Perfect_World,English,DJ Shadow,0.74,0.78,Hip-Hop,Hip-Hop
english_House_Fire,English,Tyler Childers,0.74,0.46,Country,Country
english_Teach_Me_How_to_Dougie,English,Cali Swag District,0.88,0.86,Hip-Hop,Hip-Hop
"english_Symphony_No._3_in_C_minor,_Op._78,_Organ-Presto",English,Camille Saint-Saëns,0.68,0.72,classical,Classical
english_Rock_You_Like_a_Hurricane,English,Scorpions,0.9,0.96,Rock,Rock
english_Ominous,English,SubVibe,0.17,0.26,electronic,Electronic
english_Allegro_moderato,English,Carl Stamitz,0.77,0.48,classical,Classical
english_Even_Flow,English,Pearl Jam,0.78,0.92,Rock,Rock
english_That's_When_Ya_Lost,English,Souls of Mischief,0.72,0.86,Hip-Hop,Hip-Hop
english_Charade,English,Kevin Spacey,0.74,0.66,Jazz,Jazz
english_Beast_of_Burden,English,Donald Byrd,0.86,0.34,Jazz,Jazz
english_Roni,English,Bobby Brown,0.59,0.73,R&B,R&B
english_harp_concerto_in_b_flat-_larghetto,English,Georg Friedrich Händel,0.83,0.61,classical,Classical
english_Heat_Waves,English,Glass Animals,0.83,0.63,Indie Pop,Pop
english_Hero,English,Mariah Carey,0.5,0.68,Pop,Pop
english_Arbos,English,Arvo Pärt,0.76,0.71,classical,Classical
english_I_Can't_Forget,English,Mr. Lee,0.65,0.72,electronic,Electronic
english_Valentine,English,Martina McBride,0.42,0.13,Country,Country
english_Wa_(Full),English,이정현,0.6,0.76,electronic,Electronic
english_Till_The_Cows_Come_Home,English,Lucille Bogan,0.65,0.76,Jazz,Jazz
english_Prelude_et_Scherzo,English,Susan Hoeppner,0.79,0.66,classical,Classical
english_Believe,English,Brooks & Dunn,0.47,0.66,Country,Country
hindi_Albela_Sajan,Hindi,"Shashi Suman, Shreya Ghoshal",0.38,0.28,Indian Film Classical Ballad,Classical
english_Talladega,English,Eric Church,0.92,0.74,Country,Country
english_The_Girls,English,Diorama,0.38,0.79,Electronic,Electronic
english_Scar,English,Joe Henry,0.86,0.34,Jazz,Jazz
english_Shorty_Wanna_Ride,English,Young Buck,0.7,0.86,Hip-Hop,Hip-Hop
english_So_What,English,Miles Davis,0.77,0.58,Modal Jazz,Jazz
english_A_Shade_Shady_(Now_Prance),English,RuPaul,0.6,0.67,electronic,Electronic
english_The_Look_of_Love,English,Diana Krall,0.74,0.62,Vocal Jazz,Jazz
english_Journey_into_Melody,English,Stanley Turrentine,0.73,0.37,Jazz,Jazz
english_True_Love_Waits,English,Radiohead,0.66,0.51,Alternative Rock,Rock
english_Red_Mist,English,Danny Byrd,0.3,0.85,electronic,Electronic
english_Don’t_Stop_Believin’,English,Journey,0.9,0.85,Arena Rock,Rock
english_Melancholy_Blues,English,Louis Armstrong And His Hot Seven,0.43,0.47,Jazz,Jazz
english_TounH_Siah,English,Zailm Atoyanh Group,0.59,0.6,Jazz,Jazz
english_Kiss,English,Prince,0.73,0.71,Funk Pop,R&B
hindi_Samjhawan,Hindi,Arijit Singh & Shreya Ghoshal,0.5,0.4,Indian Film Romantic Ballad,Pop
english_Japanese_Beer,English,Stupid,0.69,0.67,Jazz,Jazz
english_Slow_(Extended_Mix),English,Kylie Minogue,0.47,0.78,electronic,Electronic
english_Windows,English,Chick Corea,0.7,0.56,Modern Jazz,Jazz
english_Moment_4_Life,English,Nicki Minaj,0.78,0.57,Hip-Hop,Hip-Hop
english_Thriller,English,Michael Jackson,0.35,0.29,Pop Funk,R&B
english_Thot_Shit,English,Megan Thee Stallion,0.82,0.9,Hip-Hop,Hip-Hop
english_Godzilla,English,Blue Oyster Cult,0.31,0.24,Rock,Rock
english_Chicken_Fried,English,Zac Brown Band,0.88,0.65,Country,Country
"english_Ready,_Set,_Don't_Go",English,Billy Ray Cyrus,0.92,0.76,Country,Country
english_Billie_Jean,English,Michael Jackson,0.73,0.78,Post-Disco,R&B
english_Tongue_Tied,English,Grouplove,0.9,0.75,Indie Pop,Pop
english_Otherside,English,Red Hot Chili Peppers,0.6,0.49,Rock,Rock
english_If_I_Ruled_the_World,English,Nas,0.78,0.74,Hip-Hop,Hip-Hop
english_Plane_Temp,English,Glasser,0.41,0.11,pop,Pop
english_Problem,English,Ariana Grande ft. Iggy Azalea,0.52,0.49,Dance Pop,Pop
english_Deja_Vu,English,Olivia Rodrigo,0.79,0.82,Pop,Pop
english_Birds_Of_Paradise,English,Carla Bley,0.82,0.39,Jazz,Jazz
urdu_Aaj_Jaane_Ki_Zid,Urdu,Farida Khanum,0.46,0.3,Classical,Classical
"english_Medley_Jack_&_NealCalifornia,_Here_I_Come",English,Tom Waits,0.54,0.49,Jazz,Jazz
english_Sun,English,Tom Rule,0.75,0.43,Jazz,Jazz
english_7,English,Hecq,0.43,0.66,Electronic,Electronic
english_My_Type,English,Saweetie,0.99,0.87,Hip-Hop,Hip-Hop
english_Roma,English,Pizzicato Five,0.6,0.5,Jazz,Jazz
english_Fireworks,English,X-Wife,0.41,0.77,electronic,Electronic
english_There's_No_Me_Without_You,English,The Manhattans,0.9,0.7,R&B,R&B
english_Апрельское_утро,English,Flёur,0.9,0.7,classical,Classical
english_Paradise_Circus,English,Massive Attack,0.48,0.42,Trip Hop,Electronic
english_When_I_Know_You're_Gone,English,Blind Faith and Envy,0.41,0.77,electronic,Electronic
english_Blame_It_on_the_Moon,English,Katie Melua,0.53,0.47,Jazz,Jazz
english_Bleeding_Love,English,Leona Lewis,0.45,0.5,Pop Soul Ballad,R&B
english_Gettin'_in_the_Way,English,Jill Scott,0.88,0.78,R&B,R&B
english_Midnight_in_Moscow,English,New Orleans Syncopators,0.63,0.8,Jazz,Jazz
english_Building_Steam_With_a_Grain_of_Salt,English,DJ Shadow,0.72,0.8,Hip-Hop,Hip-Hop
english_Ring_My_Bell,English,Anita Ward,0.89,0.87,Disco Soul,R&B
english_O_Morro_Nao_Tem_Vez,English,Stan Getz,0.77,0.44,Jazz,Jazz
english_Love's_the_Only_House,English,Martina McBride,0.82,0.58,Country,Country
"english_Symphony_No._40_in_G_minor,_K.550_Menuetto_Allegretto_-_Trio",English,Herbert von Karajan,0.86,0.66,classical,Classical
english_Gloria,English,Art of Trance,0.61,0.61,electronic,Electronic
hindi_Baju_Band_Khul_Khul_Jaye,Hindi,Bhimsen Joshi,0.58,0.52,Classical,Classical
english_Fade_2_Black,English,Goldie,0.6,0.76,electronic,Electronic
english_How_Much_Is_That_Doggie_In_The_Window,English,Patti Page,0.89,0.69,Jazz,Jazz
english_Hummel_–_Mandolin_Concerto,English,Johann Nepomuk Hummel,0.84,0.7,Classical,Classical
english_Nobody_Speak,English,DJ Shadow,0.78,0.89,Hip-Hop,Hip-Hop
english_Sunshine_of_Your_Love,English,Cream,0.44,0.54,Rock,Rock
english_About_Damn_Time,English,Lizzo,0.95,0.9,Funk Pop,R&B
english_Love_Shack,English,The B-52s,0.93,0.77,New Wave Pop,Pop
english_How_Your_Love_Makes_Me_Feel,English,Diamond Rio,0.98,0.9,Country,Country
english_Stahlwerk,English,Volt,0.41,0.77,electronic,Electronic
english_Cowboy_Bob,English,Butthole Surfers,0.3,0.85,Electronic,Electronic
english_Independent_Women,English,Destiny's Child,0.94,0.88,R&B,R&B
english_They_All_Laughed,English,Tony Bennett,0.75,0.71,Jazz,Jazz
english_Die_a_Happy_Man,English,Thomas Rhett,0.62,0.5,Country Pop,Country
english_Vocalise,English,Sergei Rachmaninoff,0.88,0.85,Classical,Classical
english_When_It_Rains_It_Pours,English,Luke Combs,0.98,0.88,Country,Country
hindi_Matargashti,Hindi,Mohit Chauhan,0.88,0.85,Indian Film Travel Pop,Pop
english_Let_Them_Crush_Us,English,Mesh,0.5,0.68,electronic,Electronic
english_Write_This_Down,English,George Strait,0.57,0.32,Country,Country
english_Stan,English,Eminem,0.43,0.5,Hip-Hop,Hip-Hop
english_All_Shook_Up,English,Elvis Presley,0.92,0.73,Rock,Rock
english_Wake_Me_Up_When_September_Ends,English,Green Day,0.46,0.54,Rock,Rock
english_Troublesome_'96,English,2Pac,0.5,0.92,Hip-Hop,Hip-Hop
english_Used_to_Love_U,English,John Legend,0.88,0.8,R&B,R&B
english_All_the_Time,English,Zara Larsson,0.39,0.6,Pop,Pop
english_Ain't_No_Sunshine,English,Bill Withers,0.87,0.72,R&B Soul,R&B
english_Sapphire,English,Ed Sheeran ft. Arijit Singh,0.8,0.56,Electropop,Electronic
english_Stampede,English,Borgeous,0.75,0.93,Big Room House,Electronic
english_Islands_in_the_Stream,English,Dolly Parton,0.96,0.82,Country,Country
english_Let_Me_Down_Slowly,English,Alec Benjamin,0.3,0.45,Pop Ballad,Pop
english_New_Slang,English,The Shins,0.76,0.46,Indie Folk,Country
english_Trip,English,Ella Mai,0.28,0.39,R&B,R&B
english_Beez_in_the_Trap,English,Nicki Minaj,0.72,0.84,Hip-Hop,Hip-Hop
english_How_Do_You_Think,English,The Brand New Heavies,0.69,0.63,Jazz,Jazz
english_Feel_The_Vibe,English,Loose Ends,0.83,0.55,Jazz,Jazz
english_Fallin',English,Alicia Keys,0.82,0.54,R&B,R&B
english_It's_Tricky,English,Run-D.M.C.,0.8,0.75,Rap Rock,Hip-Hop
english_Andante_con_moto,English,Felix Mendelssohn,0.88,0.73,classical,Classical
english_On_A_Beach,English,Richard Ashcroft,0.81,0.52,pop,Pop
english_That_Easy,English,Clara Hill,0.46,0.28,Jazz,Jazz
english_Hymn_for_the_Weekend,English,Coldplay,0.95,0.77,Pop Rock,Rock
hindi_Baju_Band_Khul_Khul_Jaye_(Thumri),Hindi,Girija Devi,0.51,0.39,Semi-Classical,Classical
english_Forget_Me_Nots,English,La Bouche,0.67,0.86,electronic,Electronic
english_Come_Here,English,J. Holiday,0.84,0.67,R&B,R&B
english_Stranger,English,Goldfrapp,0.58,0.43,classical,Classical
english_Majestic_Feeling,English,Solar Fields,0.59,0.49,electronic,Electronic
english_No_Money,English,Galantis,0.8,0.82,Progressive House,Electronic
hindi_Ya_Rabba,Hindi,Kailash Kher,0.46,0.41,Indian Film Sufi Ballad,Classical
english_Who_Shot_Ya,English,The Notorious B.I.G.,0.3,0.85,Hardcore Hip-Hop,Hip-Hop
english_The_Motto,English,Drake,0.81,0.82,Hip-Hop,Hip-Hop
english_On_&_On,English,Erykah Badu,0.86,0.88,Neo-Soul,R&B
english_Burn,English,Ellie Goulding,0.38,0.79,Pop,Pop
english_Stillbirth,English,Alice Glass,0.5,0.66,Electronic,Electronic
english_Summer_of_Freedom,English,Manual,0.44,0.34,electronic,Electronic
english_You_Got_Me,English,The Roots ft. Erykah Badu,0.47,0.78,Hip-Hop R&B,R&B
english_Smile,English,G-Unit,0.45,0.64,Hip-Hop,Hip-Hop
english_Take_Care,English,Drake,0.75,0.6,Hip-Hop,Hip-Hop
english_Hymn_Before_Action,English,Karl Jenkins,0.69,0.66,classical,Classical
english_Blinding_Lights,English,The Weeknd,0.9,0.8,Synthwave Pop,Pop
english_Wrecking_Ball,English,Miley Cyrus,0.87,0.59,Pop Ballad,Pop
english_Here_Comes_Goodbye,English,Rascal Flatts,0.64,0.48,Country,Country
english_Sunshine_on_My_Shoulders,English,John Denver,0.94,0.68,Country,Country
english_Dear_Prudence,English,Brad Mehldau,0.42,0.13,Jazz,Jazz
english_And_Still_We_Move,English,Crissi Cochrane,0.77,0.72,Jazz,Jazz
english_Allegro_molto_appassionato,English,Felix Mendelssohn,0.88,0.72,classical,Classical
english_A_Natural_Woman,English,Aretha Franklin,0.79,0.67,Soul,R&B
english_Accidentally_in_Love,English,Counting Crows,0.96,0.77,Rock,Rock
english_Pressure_Torture,English,Venetian Snares,0.54,0.82,Electronic,Electronic
english_Nights_at_the_Turntable,English,Gerry Mulligan,0.81,0.36,Jazz,Jazz
english_The_Winner_Takes_It_All,English,ABBA,0.86,0.7,Pop Ballad,Pop
english_Ching-A-Ling,English,Missy Elliott,0.74,0.62,Hip-Hop,Hip-Hop
english_17_years,English,Ratatat,0.49,0.63,Electronic,Electronic
english_Brown_Skin,English,India.Arie,0.82,0.65,R&B,R&B
english_Detour_Ahead,English,Sarah Vaughan,0.3,0.25,Jazz Ballad,Jazz
english_Hail_Mary,English,2Pac,0.82,0.74,Hip-Hop,Hip-Hop
english_Blue_Ain't_Your_Color,English,Keith Urban,0.4,0.45,Country Soul,R&B
english_Acapella,English,A-Live,0.64,0.6,Jazz,Jazz
english_I_Love_Paris,English,Etta Jones,0.86,0.34,Jazz,Jazz
english_Superstition,English,Stevie Wonder,0.8,0.75,Funk,R&B
english_Any_Man_of_Mine,English,Shania Twain,0.98,0.9,Country,Country
english_24K_Magic,English,Bruno Mars,0.95,0.85,Funk Pop,R&B
english_Crystal_Silence,English,Chick Corea,0.35,0.3,Jazz,Jazz
english_Take_Away,English,Missy Elliott,0.57,0.63,Hip-Hop,Hip-Hop
english_General_Patton,English,Big Boi,0.74,0.9,Hip-Hop,Hip-Hop
english_Jupiter_Calling,English,Thomas Schwartz,0.31,0.28,electronic,Electronic
english_I_Will_Survive,English,Gloria Gaynor,0.53,0.49,Disco,R&B
english_Requiem,English,Alfred Schnittke,0.35,0.82,Classical,Classical
english_Shadows_in_the_Rain,English,Sting and Gil Evans,0.81,0.69,Jazz,Jazz
english_Do_I_Wanna_Know,English,Arctic Monkeys,0.89,0.9,Alternative Rock,Rock
english_Perfect,English,Ed Sheeran,0.74,0.71,Pop Ballad,Pop
english_Mama's_Broken_Heart,English,Miranda Lambert,0.55,0.74,Country Pop,Country
english_Show_Me_Love,English,Kalliope,0.68,0.67,Jazz,Jazz
english_All_I_want_for_Christmazz,English,Christmazz,0.82,0.69,Jazz,Jazz
english_I._Allegro_con_spirito,English,Carl Stamitz,0.86,0.57,classical,Classical
english_No_Scrubs,English,TLC,0.75,0.7,R&B Pop,R&B
english_Supremacy_II,English,Polygon Window,0.58,0.61,electronic,Electronic
english_Small_Lights,English,Skywatchers,0.39,0.19,electronic,Electronic
english_The_Night,English,Morphine,0.59,0.55,Jazz,Jazz
english_Driven,English,Protoculture,0.5,0.41,electronic,Electronic
english_Can't_Hold_Us,English,Macklemore & Ryan Lewis,0.85,0.9,Pop Rap,Hip-Hop
english_Is_This_Love,English,Bob Marley & The Wailers,0.34,0.7,Reggae,R&B
english_Innerbloom,English,RÜFÜS DU SOL,0.6,0.78,Progressive House,Electronic
"english_Mercy,_Mercy,_Mercy",English,Cannonball Adderley,0.6,0.55,Soul Jazz,Jazz
english_anger-E,English,bINARY üBER-gLOTS,0.39,0.72,Electronic,Electronic
english_Everybody_Hurts,English,R.E.M.,0.42,0.48,Alternative Rock Ballad,Rock
english_C_III__Allegro_giocoso__Poco_meno_presto__Tempo_I,English,Johannes Brahms,0.87,0.71,classical,Classical
hindi_Tujhse_Naraz_Nahi_Zindagi_(Male),Hindi,Anup Ghoshal,0.35,0.25,Indian Film Philosophical Ballad,Classical
english_Górecki,English,Lamb,0.46,0.42,Trip Hop,Electronic
english_Suspicious_Minds,English,Elvis Presley,0.93,0.59,Pop Rock,Rock
english_We_Still_in_This_Bitch,English,B.o.B,0.71,0.85,Hip-Hop,Hip-Hop
english_Sk8er_Boi,English,Avril Lavigne,0.8,0.72,Pop,Pop
english_Come_Away_with_Me,English,Norah Jones,0.83,0.61,Jazz,Jazz
english_Irreplaceable,English,Beyoncé,0.2,0.25,Pop R&B,R&B
english_Part_505,English,ZAILM Atoyanh,0.65,0.55,Jazz,Jazz
english_Rock_and_Roll_Band,English,Boston,0.85,0.87,Rock,Rock
english_Creep_(Acoustic),English,Stone Temple Pilots,0.55,0.55,Rock,Rock
english_Truth,English,Balmorhea,0.7,0.4,electronic,Electronic
english_Harvest_Time,English,Herbie Hancock,0.74,0.41,Jazz,Jazz
english_Morrígan,English,Tran Qual,0.61,0.53,electronic,Electronic
english_Search_for_Peace,English,McCoy Tyner,0.4,0.35,Modal Jazz,Jazz
english_Flaws,English,Bastille,0.77,0.58,Pop,Pop
english_How_We_Do,English,The Game,0.7,0.8,West Coast Hip-Hop,Hip-Hop
english_Rehab,English,Amy Winehouse,0.79,0.75,Soul Pop,R&B
english_Bombtrack,English,Rage Against the Machine,0.6,0.9,Rap Metal,Hip-Hop
"english_Stand_Still,_Look_Pretty",English,The Wreckers,0.84,0.6,Country,Country
english_Ten_Cents_A_Dance,English,Ruth Etting,0.12,0.24,Jazz,Jazz
hindi_Tum_Hi_Ho_Bandhu,Hindi,Neeraj Shridhar,0.8,0.75,Indian Film Feel-Good Pop,Pop
"english_Sing,_Sing,_Sing",English,Benny Goodman,0.63,0.53,Swing Jazz,Jazz
english_Painkiller,English,Judas Priest,0.4,0.95,Heavy Metal,Rock
english_Temple,English,Kings of Leon,0.78,0.8,Rock,Rock
english_Somebody's_Hero,English,Jamie O'Neal,0.9,0.7,Country,Country
english_Aviary,English,Camille Saint-Saëns,0.95,0.79,classical,Classical
english_Born_to_Be_Wild,English,Steppenwolf,0.68,0.84,Rock,Rock
english_Can't_Tell_Me_Nothing,English,Kanye West,0.6,0.83,Hip-Hop,Hip-Hop
english_Lucky,English,Britney Spears,0.71,0.74,Pop,Pop
hindi_Woh_Kagaz_Ki_Kashti,Hindi,Jagjit Singh,0.62,0.46,Ghazal,Classical
"english_Be_Silent,_Be_Still",English,The Jane Brooks Project,0.41,0.39,classical,Classical
english_Patience,English,Guns N’ Roses,0.3,0.22,Hard Rock Ballad,Rock
english_Locked_Out_of_Heaven,English,Bruno Mars,0.9,0.85,Funk Pop,R&B
english_Rivers_and_Roads,English,The Head and the Heart,0.45,0.4,Indie Folk,Country
english_Oh_My_Love,English,Martin L. Gore,0.89,0.62,electronic,Electronic
english_Sonata_II_in_b_minor_(Allegro),English,Ensemble Mirable,0.88,0.58,classical,Classical
english_Serenade,English,Franz Schubert,0.65,0.5,Classical,Classical
english_Scrapple_from_the_Apple,English,Charlie Parker,0.79,0.73,Jazz,Jazz
english_Asleep,English,The Smiths,0.5,0.82,Dream Pop,Pop
english_Decent_Cancer,English,Ashbury Heights,0.38,0.79,Electronic,Electronic
english_Afterglow,English,Ed Sheeran,0.37,0.46,Pop,Pop
english_The_Breeze,English,Leena Conquest,0.81,0.36,Jazz,Jazz
english_Put_Your_Records_On,English,Corinne Bailey Rae,0.82,0.56,Neo-Soul Funk Pop,R&B
